l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,wkt_srid_4326
12248,18578,18579,,,,,"SRID=4326;LINESTRING(-109.121404108453 44.5191847651453,-109.122992868864 44.5105810166995)"
24143,1133,19291,,,,,"SRID=4326;LINESTRING(-84.5415009660994 39.1541795730364,-84.5401272763336 39.152940957141)"
31907,8404,8409,345000,3,,60,"SRID=4326;LINESTRING(-99.422824867865 32.7684258719027,-99.3280389549229 32.7499779327394)"
41052,673,1573,,,,,"SRID=4326;LINESTRING(-75.4728349364838 40.0548434688641,-75.585361074542 40.0363425999713)"
217,17157,29731,66000,6,,60,"SRID=4326;LINESTRING(-118.438253975159 33.9507522928701,-118.443747051052 33.9629414847181)"
10069,21120,21124,,,,,"SRID=4326;LINESTRING(-66.7090261290408 47.9792553024766,-66.6674670097254 47.9755699684286)"
30804,18216,7361,230000;138000,3,,60,"SRID=4326;LINESTRING(-82.4681028863879 27.4433898630507,-82.4675819573955 27.3926723249731)"
7222,2927,29057,138000,,,,"SRID=4326;LINESTRING(-74.0256133484537 40.8042004298446,-74.0148964570629 40.833206624513)"
18559,24900,24902,,,,,"SRID=4326;LINESTRING(-83.2953890098128 42.6762399716577,-83.2948878397158 42.6739760824624)"
38524,15943,15949,,3,,,"SRID=4326;LINESTRING(-103.330670558205 35.1032713221772,-103.330664076583 35.0843993728682)"
32134,8639,8640,,,,,"SRID=4326;LINESTRING(-93.8709937993304 45.3720221769517,-93.8811087347178 45.3806607096095)"
39056,19733,16478,500000,3,,,"SRID=4326;LINESTRING(-79.6963783860218 44.9241720734651,-80.0250318904219 45.4511475974618)"
42361,2849,2917,230000,,,,"SRID=4326;LINESTRING(-74.1647575426272 40.8557661142959,-74.1694016945189 40.8269128785699)"
4288,940,29502,230000,,,,"SRID=4326;LINESTRING(-122.706590528286 48.8485284335278,-122.626771827653 48.9041406666165)"
31905,28750,8407,345000,3,,60,"SRID=4326;LINESTRING(-99.1815861165891 34.0840043612643,-99.822556692866 32.5240566004081)"
4423,29116,29537,230000,6,,,"SRID=4326;LINESTRING(-81.1598797292138 28.4936110893934,-80.7809953263695 28.4929523019877)"
9550,17972,20864,,,,,"SRID=4326;LINESTRING(-71.8746320431737 46.7087890583363,-71.8676606674113 46.7106920975135)"
10615,8777,21366,345000,6,,60,"SRID=4326;LINESTRING(-98.1487019747821 29.6204600218503,-98.1769126153816 29.6167534831273)"
17478,10923,24439,,,,,"SRID=4326;LINESTRING(-95.6180813332339 39.1433334074467,-95.6956173989586 39.2707186707264)"
3285,18382,31020,,,,,"SRID=4326;LINESTRING(-89.1373759374003 31.9482749957087,-89.0094275432143 31.9132515950149)"
16229,18688,23858,230000,6,,60,"SRID=4326;LINESTRING(-79.9227220372589 34.9731652762827,-80.0547360259618 35.0316498904536)"
32481,7421,9012,230000,3,,60,"SRID=4326;LINESTRING(-79.7599866634564 42.1965690698999,-79.8357611762931 42.1657523972951)"
5641,2068,28500,765000,,,,"SRID=4326;LINESTRING(-85.4382910634938 38.7417446251383,-82.7747236504869 38.5692391530952)"
11020,11804,21566,,,,,"SRID=4326;LINESTRING(-83.1822699602172 42.5370539344093,-83.2570553813567 42.6086876875117)"
22866,236,19232,230000,6,1,,"SRID=4326;LINESTRING(-121.417996352105 38.5872858937131,-121.428411176462 38.5859601626222)"
28573,9152,4858,345000,3,,60,"SRID=4326;LINESTRING(-89.5942456013942 39.5913465216631,-89.4962232432994 39.5934224463882)"
6016,19248,28612,,6,,,"SRID=4326;LINESTRING(-120.947996474428 38.6601634574881,-120.825677712995 38.6935775357418)"
887,15445,30019,,,,,"SRID=4326;LINESTRING(-84.1302337325313 43.5794598178856,-84.1289571450953 43.5790892745504)"
14859,12772,23252,,3;6;3,,,"SRID=4326;LINESTRING(-74.8456405788698 40.5155547248488,-74.8365533352169 40.4734363176431)"
15374,9198,23497,,3,,,"SRID=4326;LINESTRING(-83.5964211311491 32.4860836496736,-83.5823220506701 32.4859944941506)"
34663,7193,11646,,,,,"SRID=4326;LINESTRING(-82.4601378220615 42.9263013344719,-82.428207883648 42.9347939696483)"
41902,2450,2466,,,,,"SRID=4326;LINESTRING(-87.0988518878906 41.6348285225895,-87.1708272030607 41.6184171141865)"
4458,7475,29548,230000,3,,60,"SRID=4326;LINESTRING(-114.684634626988 33.6162076874797,-114.141738279883 34.2926199617402)"
6678,7252,28827,230000,3,,,"SRID=4326;LINESTRING(-84.0816559724805 31.3874473763011,-84.1344472518918 31.4438596838664)"
23651,11013,27330,230000,3,,60,"SRID=4326;LINESTRING(-81.7440668435616 27.987240834218,-81.7929938873757 28.0095969550044)"
3969,13499,31279,,3,,,"SRID=4326;LINESTRING(-108.545112575471 43.2579162149506,-108.785899973588 43.2191693028728)"
5280,2276,28401,,6,1,,"SRID=4326;LINESTRING(-97.1113595763596 49.8330914812279,-97.0954401721547 49.8400368624589)"
7948,1898,29344,230000,3,1,60,"SRID=4326;LINESTRING(-114.834686474039 35.9278066939299,-114.565594428983 35.194728375003)"
24178,27565,27567,345000,3;6;6;3,,60,"SRID=4326;LINESTRING(-71.0667297669495 42.3934320019037,-71.0663282200175 42.3932368189784)"
14342,23002,23003,345000,3,,60,"SRID=4326;LINESTRING(-95.3464941706447 41.4672769885668,-95.3494976877972 41.4673789689267)"
4451,20001,29543,,,,,"SRID=4326;LINESTRING(-94.4870471922385 39.1385744755058,-94.4794946305851 39.1296422474626)"
12211,16298,22068,230000,3,,60,"SRID=4326;LINESTRING(-82.747027275146 28.0941733000033,-82.7342605896694 28.0546691598766)"
19380,12863,25293,,,,,"SRID=4326;LINESTRING(-88.1592950645285 45.1009617433418,-88.1594052404073 45.1036811725486)"
17818,6157,18993,,,,,"SRID=4326;LINESTRING(-78.5393144735185 36.7277147073338,-78.5382003429743 36.7265092110116)"
28903,21880,5235,115000;230000;115000;230000;115000,6,,,"SRID=4326;LINESTRING(-90.321591469295 32.3117861655805,-90.2584749344246 32.2830901116682)"
31917,30010,8422,345000,3,,60,"SRID=4326;LINESTRING(-100.191889972057 31.8956395436188,-100.321209750589 31.5290976878423)"
5886,10250,28565,230000,3,,60,"SRID=4326;LINESTRING(-90.9762375194697 30.3716634780353,-90.8965722053479 30.4876475326191)"
40492,3529,1010,500000,3,,,"SRID=4326;LINESTRING(-81.8393404657579 30.1044803138658,-81.9529539484211 30.2723835656315)"
20911,3784,19151,500000;500000;230000;230000;500000;230000;500000;230000,3;6;3;6;6,,60,"SRID=4326;LINESTRING(-112.317070092036 33.4101446175985,-112.461236579394 33.3993453071791)"
22553,14627,26815,,,,,"SRID=4326;LINESTRING(-101.640048347422 36.5876587230683,-101.637088162854 36.6461659105528)"
27496,3579,3597,345000,3,,60,"SRID=4326;LINESTRING(-85.034521732742 38.7458783572844,-85.0069664987871 38.7507834164533)"
27838,3940,3942,500000,,,,"SRID=4326;LINESTRING(-86.605951048545 36.0464663283735,-86.4650602661279 36.2052376901875)"
6244,18150,28684,,,,,"SRID=4326;LINESTRING(-84.3068668669035 32.8809989816258,-84.3125534521736 32.8998824435442)"
33626,2261,10233,230000;115000,6,,60,"SRID=4326;LINESTRING(-90.571352096969 29.7479942917627,-90.6934641864422 29.6238760791392)"
27491,3547,3585,230000,3,,,"SRID=4326;LINESTRING(-112.870206140191 42.77294520378,-111.849917585064 42.2226218007585)"
6710,952,28841,500000,,,,"SRID=4326;LINESTRING(-122.875672278663 46.7547330700897,-122.864888661915 46.7547660820735)"
15574,16747,18816,,,,,"SRID=4326;LINESTRING(-90.6936610835633 37.4827229382975,-90.6663529277468 37.6165090050661)"
10822,18381,18406,,,,,"SRID=4326;LINESTRING(-89.27068394927 31.9609299661252,-89.4331148934933 31.7999529988653)"
1027,28564,30077,230000;115000;230000;230000;115000,3;6;3;6,,60,"SRID=4326;LINESTRING(-90.1482395086021 29.9467769568625,-90.1727002201552 29.8995134627556)"
11508,11990,18481,,,,,"SRID=4326;LINESTRING(-96.9059148951699 34.7818004357432,-96.9087981190429 34.7818571816937)"
14329,1821,22996,161000;345000;161000;345000,3;6;3,,60,"SRID=4326;LINESTRING(-93.680487924896 41.4588062623384,-93.9070568460744 41.3416296927226)"
24569,17110,27733,,3,,,"SRID=4326;LINESTRING(-149.97027596283 62.1330919639982,-150.024342197307 61.7643976745039)"
32063,8582,8572,345000,6;3;3;3;3,,60,"SRID=4326;LINESTRING(-96.113349948349 31.8901533370729,-96.0574526373311 31.8195312168954)"
5006,7605,28226,,,,,"SRID=4326;LINESTRING(-83.1130837264545 42.272233294617,-83.1298303398538 42.2632443424254)"
33058,7238,9643,230000,,,,"SRID=4326;LINESTRING(-86.8890152421465 33.292187716331,-86.8163071728256 33.3309845816607)"
36220,726,13600,345000,6,,60,"SRID=4326;LINESTRING(-88.250975741372 42.2548821365314,-88.3022560221701 42.254865842634)"
8356,28351,20313,,3,1,,"SRID=4326;LINESTRING(-118.788681149282 34.6850739909075,-118.74485326696 34.7038165649882)"
31578,8130,8135,345000,3,,60,"SRID=4326;LINESTRING(-89.8356816268689 37.2582795559472,-89.5336307180593 37.1793596418281)"
27723,3819,3821,230000,6,,,"SRID=4326;LINESTRING(-105.029891997046 39.7974352779266,-105.089697755541 39.7895391702631)"
19699,25449,25448,,,,,"SRID=4326;LINESTRING(-52.8560717271582 47.5340017592869,-52.8547600071804 47.5353370123807)"
26577,16798,19914,230000,3,,,"SRID=4326;LINESTRING(-81.4344111530881 28.2781734601649,-81.5250520401084 28.2690563139597)"
12960,6338,22405,230000,3;6;6;3;3;6;3;6;3;6;3;3;3;3;3,,60,"SRID=4326;LINESTRING(-120.906645957786 37.4899653980109,-120.938794402152 37.5662534893132)"
13776,24830,22736,92000;230000;230000;230000,3,1,,"SRID=4326;LINESTRING(-116.115707841354 33.672974389725,-116.115653223784 33.6748050738242)"
3085,7278,30938,345000,3,,60,"SRID=4326;LINESTRING(-95.117069830266 37.3045160117117,-95.0197132793589 37.7268397138804)"
32696,6321,9238,345000,6,,60,"SRID=4326;LINESTRING(-87.0142100826714 40.4689739574809,-86.9357414802182 40.6476486290748)"
25921,10077,18119,,,,,"SRID=4326;LINESTRING(-87.9118132811649 31.4864644203705,-87.9554809335476 31.5188639543867)"
26801,230,18193,230000,6,1,,"SRID=4326;LINESTRING(-121.161059668905 38.7074716055651,-121.139454321101 38.6837750841556)"
32564,738,9098,345000,3,,60,"SRID=4326;LINESTRING(-89.1927189149571 42.3426514769449,-89.2866668207319 42.0740497018782)"
14678,8447,23160,345000,6,,60,"SRID=4326;LINESTRING(-97.2515712567076 32.6400434551462,-97.4821918665811 32.4030355630491)"
6036,6240,28620,230000,,,,"SRID=4326;LINESTRING(-97.8183832624751 47.5004278312842,-97.0647720122825 47.9818397477458)"
10279,3091,21226,400000,3;6;3,,60,"SRID=4326;LINESTRING(-98.4206170288515 19.3024421502556,-98.8188806974376 19.5367494167631)"
3592,690,31142,,,,,"SRID=4326;LINESTRING(-75.299342133254 40.1039157272675,-75.3438571685469 40.0945447946427)"
42451,20179,3004,230000,,,,"SRID=4326;LINESTRING(-77.4647425940351 38.1301911755431,-77.513358119959 38.0737226457356)"
7120,9977,29013,230000,3,,60,"SRID=4326;LINESTRING(-81.0540818149092 33.9628179498642,-81.0502377374785 33.9588866590642)"
20069,17843,25641,,,,,"SRID=4326;LINESTRING(-75.3863951424675 40.7111371960732,-75.3406366686935 40.714075070898)"
21041,18349,26090,,3,,60,"SRID=4326;LINESTRING(-97.9499293636623 38.1226596635471,-97.9500084154073 38.0996028075427)"
12591,29912,22254,,,,,"SRID=4326;LINESTRING(-78.9247485081798 43.0820544849834,-78.8572575875493 43.0476899959276)"
6345,1500,28711,100000,6,,,"SRID=4326;LINESTRING(-78.8960578311529 35.9031111734012,-78.9306437487791 35.8716495085401)"
27962,30170,4081,230000,3;6,,60,"SRID=4326;LINESTRING(-99.0297073189995 18.8589855580367,-99.2038395875335 18.8447872664565)"
42225,3583,2806,500000,3,,,"SRID=4326;LINESTRING(-116.662700611265 43.3502118632729,-119.047830188047 43.6676054962023)"
17536,24458,24459,,,,,"SRID=4326;LINESTRING(-86.1906924980271 42.9108852172085,-86.1933327364787 42.9099352785771)"
17876,9795,24610,,,,,"SRID=4326;LINESTRING(-86.2418402598879 43.2552748211498,-86.2397092511681 43.2592800884212)"
25939,988,19615,138000;345000;138000;345000,3;6;3,,60,"SRID=4326;LINESTRING(-88.1483195470058 43.272654210378,-88.0741201754799 43.3552996824111)"
16552,2788,24012,230000,3,1,60,"SRID=4326;LINESTRING(-121.316627377924 42.0064537948187,-120.944805389044 41.5343402793014)"
36255,9126,239,345000,3,,60,"SRID=4326;LINESTRING(-90.097187789958 38.8250350746295,-90.1786864438779 38.6003274071942)"
6376,7124,28726,345000,3,,60,"SRID=4326;LINESTRING(-82.4902186376183 42.7719016121124,-82.4969352047116 42.770891055297)"
27932,29715,4064,,6,1,,"SRID=4326;LINESTRING(-98.2983538673123 19.0394837423612,-98.298262694186 19.0292839398877)"
28071,4230,4231,,,,,"SRID=4326;LINESTRING(-96.9524746099343 18.8851676738191,-97.0480643763833 18.8918262757626)"
32669,9204,9206,,3,,,"SRID=4326;LINESTRING(-84.1335752686587 34.3781184827622,-84.1557697302768 34.2958989214015)"
25724,8459,18098,,,,,"SRID=4326;LINESTRING(-85.0827927158598 32.6105454793951,-85.1072309304209 32.6441309905322)"
6388,7137,28731,345000,3,,,"SRID=4326;LINESTRING(-106.434810767822 31.9841615453222,-106.71226841354 32.3326426571667)"
10104,16938,21137,230000;115000,12,,,"SRID=4326;LINESTRING(-86.8469886759055 21.0674595177274,-86.8871783465294 21.0729776224705)"
16602,6340,24038,230000,3,,60,"SRID=4326;LINESTRING(-111.468776002153 33.1500567517267,-111.474596690752 33.15314028049)"
4471,2355,29551,500000,2,3,0,"SRID=4326;LINESTRING(-114.939347823288 36.0846524915833,-114.919287256931 36.0241343028414)"
6278,13445,28692,230000,6,,,"SRID=4326;LINESTRING(-80.03242768032 43.1222565910695,-80.0355265533612 43.134779635273)"
26729,19691,19983,,,,,"SRID=4326;LINESTRING(-76.6442229406563 44.274851603728,-76.6441275395732 44.2753920763525)"
7097,9847,29005,230000,3,,60,"SRID=4326;LINESTRING(-79.6744828708978 34.5999652188761,-79.6875802187136 34.590182237311)"
41895,9342,2463,345000,3;6,,60,"SRID=4326;LINESTRING(-85.4672711749269 41.0638683789663,-85.9010356632686 41.3365275183131)"
32199,8663,8701,230000,3,,60,"SRID=4326;LINESTRING(-96.4499655165813 43.3760233388703,-96.2351579990626 43.3969485484298)"
32060,11723,8565,,,,,"SRID=4326;LINESTRING(-91.9712082514773 41.0354079168407,-92.372923853904 41.004350520239)"
34439,3491,11349,345000,6,,60,"SRID=4326;LINESTRING(-95.2163187026846 29.9153422305446,-95.3697342068093 29.9406263524671)"
24894,17286,27900,,6;3;3,1,60,"SRID=4326;LINESTRING(-91.2030443237015 38.1796783462937,-91.2371287150525 38.181696305779)"
31970,8468,8469,345000,6;3;3,,60,"SRID=4326;LINESTRING(-96.7003279123334 33.0600945591255,-96.7339929262512 33.0603640841062)"
33009,4918,9586,230000,3,1,60,"SRID=4326;LINESTRING(-108.270965016444 36.2847289296123,-108.270994740021 36.279013766419)"
36961,380,14350,735000,3,4,,"SRID=4326;LINESTRING(-73.4282474575576 45.4097647837305,-72.7128289309866 45.4987665052902)"
42752,5064,3346,345000,,,,"SRID=4326;LINESTRING(-95.7780778457317 29.9100356338657,-95.7537902242757 29.802721677592)"
31448,7010,7982,230000,3,,60,"SRID=4326;LINESTRING(-105.371776819408 44.2857887150125,-105.404294526388 43.8478312434966)"
20872,30635,26014,,,,,"SRID=4326;LINESTRING(-105.93896783457 40.0897578215371,-105.934928339724 40.0888020152417)"
16505,23988,23989,230000,3,,60,"SRID=4326;LINESTRING(-90.1903198483428 29.2172043109914,-90.1903545233128 29.2173409669133)"
18395,24832,24830,230000,3,1,,"SRID=4326;LINESTRING(-116.115557283712 33.6731905183355,-116.115707841354 33.672974389725)"
38768,912,16185,230000,3,,60,"SRID=4326;LINESTRING(-80.3528855144012 25.7357954681245,-80.3494510827466 25.7539514518627)"
16285,23885,23886,,,,,"SRID=4326;LINESTRING(-78.3045956991272 48.223223069968,-78.3105014932996 48.2237725957847)"
10460,5366,18366,,,,,"SRID=4326;LINESTRING(-88.6532774661628 33.6356934310786,-88.7344078706194 33.5735680198488)"
39547,17032,17033,,,,,"SRID=4326;LINESTRING(-97.0180376013898 31.8973687752889,-96.5179655125901 31.9639619483612)"
3699,20228,31187,,,,,"SRID=4326;LINESTRING(-76.2292834752416 45.4683191140439,-76.2345237716683 45.4727836194691)"
5371,20974,28419,230000,3,,60,"SRID=4326;LINESTRING(-103.973757223648 41.7983948711178,-103.942468153698 41.8198196306691)"
7052,9778,28987,230000,3,,60,"SRID=4326;LINESTRING(-124.400438482852 43.057831877498,-124.465954350902 42.7690278323176)"
18537,11998,24893,,,,,"SRID=4326;LINESTRING(-83.0396283496883 42.5938069671776,-83.0416817767062 42.6110506108719)"
7802,27301,29287,230000,6,,60,"SRID=4326;LINESTRING(-100.615011622716 21.2463550101931,-100.611036726913 21.2460350708938)"
29389,3636,5773,,,,,"SRID=4326;LINESTRING(-78.7545957868248 43.0198326750835,-78.8021537270257 43.0247906478245)"
16747,10543,24107,230000,6,,60,"SRID=4326;LINESTRING(-91.1858599307715 30.4988830339076,-91.1858350919923 30.4941470662486)"
13413,18990,18704,,,,,"SRID=4326;LINESTRING(-77.565306564641 36.6063827774648,-77.6454349405116 36.4831232232943)"
31873,18496,8381,345000,6,,60,"SRID=4326;LINESTRING(-96.3439435769324 33.2693120890646,-96.3379381683389 33.1907118355658)"
30471,17740,7036,,,,,"SRID=4326;LINESTRING(-108.433045497989 39.0412727823588,-108.414720008077 39.0469810509307)"
15841,9668,23678,230000,3,,60,"SRID=4326;LINESTRING(-114.019629648318 48.3422662176629,-114.098491463523 48.3851423723445)"
30176,6724,6727,500000,,,,"SRID=4326;LINESTRING(-84.2134944414856 33.9326061528798,-84.2444728067932 33.9362547889808)"
33497,23891,10100,,,,,"SRID=4326;LINESTRING(-93.8141581099564 45.35209427054,-93.8125471389303 45.3532131336273)"
15743,9570,23634,,,,,"SRID=4326;LINESTRING(-92.0120731360009 43.5582047008781,-92.0199792237908 43.5585919711009)"
16483,19298,23977,230000;115000;230000,9;6,,60,"SRID=4326;LINESTRING(-89.9442314966554 29.9571165812629,-89.9347532822611 30.0102190131131)"
31257,7824,7823,,,,,"SRID=4326;LINESTRING(-118.992026322827 35.4546828387025,-119.020537340395 35.4406797289337)"
31778,8298,8304,,,,,"SRID=4326;LINESTRING(-84.3333901876582 33.6059400940146,-84.4178293280002 33.5850470853055)"
33346,9984,9968,230000,3,,60,"SRID=4326;LINESTRING(-81.8060765005301 33.583585378427,-81.6977202875467 33.8721761266991)"
33073,2278,9659,230000,3,,60,"SRID=4326;LINESTRING(-112.458014037931 45.9203071145916,-112.011009841231 45.8819015738431)"
38298,15700,15701,,,3,,"SRID=4326;LINESTRING(-105.176394873285 38.9362331657268,-105.06835190192 39.0247315578063)"
4676,9644,29612,220000,3,,60,"SRID=4326;LINESTRING(-108.71574645016 45.8489757590938,-108.591343161142 45.8570643816334)"
8988,9902,18289,,,,,"SRID=4326;LINESTRING(-79.0805490932305 33.8146544453056,-79.0667058147542 33.8142262177575)"
19597,5685,25386,,6,,,"SRID=4326;LINESTRING(-93.3084482761119 36.5968835024607,-93.3057000708776 36.5977619849942)"
16260,23872,23873,230000,3,,60,"SRID=4326;LINESTRING(-86.3074830071046 32.3190494156974,-86.2926556845195 32.3192682789511)"
41840,2403,2404,,,,,"SRID=4326;LINESTRING(-118.297911608099 34.686044363484,-118.288863056451 34.7180342362972)"
39322,16764,16768,230000,3,,60,"SRID=4326;LINESTRING(-81.3242562412974 28.9772569440129,-81.3721655460844 29.0149002451552)"
26733,28584,19985,345000,3,,,"SRID=4326;LINESTRING(-68.5277613858758 45.3973205506789,-67.2152166406794 46.0312607917277)"
5393,17982,28430,,3,1,60,"SRID=4326;LINESTRING(-112.065051331997 37.1429753589298,-111.486237174878 36.9318016908362)"
7012,28438,28966,230000,3,1,60,"SRID=4326;LINESTRING(-110.303197343718 34.9383025522753,-111.094781660928 35.3032820496936)"
27425,30001,3528,,,,,"SRID=4326;LINESTRING(-122.61738371328 54.1431355726864,-122.621004191483 54.1442143849743)"
29786,29140,6233,230000,3;6;3;6;3,1,60,"SRID=4326;LINESTRING(-121.565013475705 37.7123265187011,-121.24033042066 37.9199796804003)"
36426,5587,13822,,,,,"SRID=4326;LINESTRING(-66.6698747297682 49.0853317081133,-66.6386671177807 49.0910959345273)"
42072,2656,2661,500000,3,2,60,"SRID=4326;LINESTRING(-112.852132167522 33.3458527627282,-113.113455912974 33.4773982265855)"
4166,17541,29467,144000,3,,60,"SRID=4326;LINESTRING(-116.643537106303 54.6940596541631,-117.203690621092 54.9418075220085)"
41328,6335,1875,230000,6;3;3,1,60,"SRID=4326;LINESTRING(-120.844885810544 37.734903460234,-120.802414524543 37.7417291569072)"
28084,4241,4239,,,,,"SRID=4326;LINESTRING(-99.2023527253508 19.9923343279415,-99.1019659917801 19.9566289626711)"
35518,10076,12770,,,,,"SRID=4326;LINESTRING(-75.0921664337124 40.1937610659608,-75.0625163983968 40.2813630005861)"
16133,20304,23807,0,2,,,"SRID=4326;LINESTRING(-118.490908429461 34.3144624215304,-118.489831259604 34.3094990221076)"
12523,327,22220,230000,3,1,,"SRID=4326;LINESTRING(-121.355201644269 38.5083230627864,-121.349327002278 38.5082803833589)"
41804,2327,2372,138000,3,,60,"SRID=4326;LINESTRING(-81.5714515807411 41.3611441661127,-81.5984570772511 41.3940079036955)"
11880,5331,21938,230000,,,60,"SRID=4326;LINESTRING(-90.2769785603611 29.9770832847146,-90.2340547771078 29.9750413108997)"
32173,8671,8672,,6,,,"SRID=4326;LINESTRING(-111.892758914715 33.6520831650761,-111.920919880391 33.6846371763347)"
9992,21082,21085,230000,3,,60,"SRID=4326;LINESTRING(-112.287836307236 33.7043365122051,-112.285466461685 33.7039993957724)"
23530,11954,27276,230000,3,,60,"SRID=4326;LINESTRING(-81.9409436313121 27.8350052172429,-81.9428440158763 27.8513627922526)"
614,21609,29904,,,,,"SRID=4326;LINESTRING(-77.6535630768653 43.0863739671399,-77.6635942823081 43.0676028975149)"
12903,21663,22382,,,,,"SRID=4326;LINESTRING(-97.8934496766354 46.1083299642257,-98.3486402244802 46.3413266991813)"
30291,6820,6834,,,,,"SRID=4326;LINESTRING(-81.7270924752782 33.2360198245651,-81.7684487961828 33.2243265034508)"
19934,13231,17937,,,,,"SRID=4326;LINESTRING(-93.546819614746 36.7232450803231,-93.4976554943863 36.6990343982447)"
38876,11586,16287,230000,3,,60,"SRID=4326;LINESTRING(-101.298268199526 20.6994488218265,-101.465969375571 20.9066446242838)"
29250,734,5618,230000,6,,,"SRID=4326;LINESTRING(-80.5595474439239 43.4280567540724,-80.4761600015029 43.3870313644044)"
29920,1953,6417,,,,,"SRID=4326;LINESTRING(-76.3546874658052 36.7629127027648,-76.34345330363 36.7642711264692)"
4364,19760,29521,,6,,,"SRID=4326;LINESTRING(-116.370815907314 33.8270523816603,-116.368970339106 33.8182005861309)"
6877,9055,28903,345000,3,,60,"SRID=4326;LINESTRING(-88.1829417247004 43.3603230668792,-88.3185919678657 43.3569576126715)"
32520,3531,9044,,3,,,"SRID=4326;LINESTRING(-111.596281149314 42.7104333419394,-111.595084752384 42.6871601248189)"
3769,5619,31211,,,,,"SRID=4326;LINESTRING(-122.836558776393 45.5027481009981,-122.83887550835 45.4904986096105)"
34951,12015,12016,,,,,"SRID=4326;LINESTRING(-83.3008126827901 43.0505138397528,-83.3017106929938 43.0835564326229)"
3374,129,31053,230000,6,1,60,"SRID=4326;LINESTRING(-121.777186443726 36.8054754968692,-121.767421200034 36.8037430238627)"
17458,280,24433,,,,,"SRID=4326;LINESTRING(-83.4139412288044 42.3080269972411,-83.4100429658186 42.3524863643735)"
31930,8429,8425,,3,,,"SRID=4326;LINESTRING(-110.256766348215 41.3348741905132,-109.685154663899 41.0028672417252)"
7315,2656,29097,500000,3,2,60,"SRID=4326;LINESTRING(-112.852132167522 33.3458527627282,-113.495632392707 32.9754473655199)"
20870,26012,26013,,,,,"SRID=4326;LINESTRING(-105.938563103027 40.0876837068996,-105.938504083712 40.0880656876877)"
41054,1572,1575,230000,,,,"SRID=4326;LINESTRING(-79.7542642383365 35.9414271645755,-79.6565531323436 35.966989357096)"
6959,9364,28938,230000,3,,60,"SRID=4326;LINESTRING(-86.0917511003073 40.2761790469318,-85.972634311703 40.0979785195336)"
13276,20108,22506,,,,,"SRID=4326;LINESTRING(-77.2679087795444 37.4427655661285,-77.2930760703759 37.3495362607065)"
17453,11898,24431,,8,,,"SRID=4326;LINESTRING(-83.4107445902982 42.2734643061426,-83.4115073993948 42.2735933861656)"
20287,2632,25759,500000,,,,"SRID=4326;LINESTRING(-128.711129842797 54.0332631039767,-128.714397163464 54.0335920773002)"
36219,4450,13600,,,,,"SRID=4326;LINESTRING(-88.2801885829151 42.3352001072587,-88.3022560221701 42.254865842634)"
14174,7822,22927,,6,,,"SRID=4326;LINESTRING(-119.011934727401 35.4156673190773,-119.013062812182 35.4154735130763)"
33074,9656,9659,161000,3,,60,"SRID=4326;LINESTRING(-111.513094624971 45.9355245227318,-112.011009841231 45.8819015738431)"
30840,3178,7394,500000,,,,"SRID=4326;LINESTRING(-89.2003916829109 34.8287806119778,-88.9375100842469 34.5410903466496)"
1434,21438,30246,,,,,"SRID=4326;LINESTRING(-73.3657285152933 45.9766529614787,-73.3141195266659 46.0001183382775)"
40273,820,821,,,,,"SRID=4326;LINESTRING(-77.4657596446462 38.832036019091,-77.4449264303909 38.8178798470254)"
40650,19327,1191,230000,,,,"SRID=4326;LINESTRING(-122.787838073959 45.3304633631763,-122.777214261768 45.3291372314528)"
19321,25255,25257,,,,,"SRID=4326;LINESTRING(-80.7217488686444 46.514654813059,-80.5624322936797 46.5191623639945)"
3723,20231,31192,,,,,"SRID=4326;LINESTRING(-76.3182201019675 45.3774175746221,-76.4553197442187 45.2499999984084)"
9163,20668,20669,,,,,"SRID=4326;LINESTRING(-97.9467408833928 19.3417439528198,-97.9481668690748 19.3411819835859)"
2315,30609,30620,,,,,"SRID=4326;LINESTRING(-75.3840828642992 40.6819944473285,-75.3884959796311 40.681376359263)"
30061,6597,6598,,,,,"SRID=4326;LINESTRING(-86.8435576148994 37.948827419022,-86.855296219123 37.94568654708)"
30271,6815,6816,230000,3,,,"SRID=4326;LINESTRING(-83.7031443733424 32.6030128925575,-83.7278228170885 32.6179447040497)"
34121,10257,10915,230000,3,,60,"SRID=4326;LINESTRING(-84.6082281965174 30.0482581094656,-85.2869460449912 29.8113267408875)"
35975,11842,13348,,6,,,"SRID=4326;LINESTRING(-114.002726234146 51.0092474957873,-113.891190036642 51.0070672508274)"
22631,15727,26850,,,,,"SRID=4326;LINESTRING(-104.528958542497 38.3190752716216,-104.53451410059 38.3173580630329)"
36491,4395,13897,230000;138000;230000,3,,60,"SRID=4326;LINESTRING(-80.1535753593764 26.3060582072091,-80.1529398710065 26.3358440950621)"
1283,18023,30178,,,,,"SRID=4326;LINESTRING(-85.2949760400245 48.5981633612864,-85.9999908464678 48.6993397954622)"
25403,590,19370,230000,6,,,"SRID=4326;LINESTRING(-122.175242174088 47.7622429364916,-122.175819284486 47.8082181691919)"
33327,6711,9937,230000,3,,60,"SRID=4326;LINESTRING(-80.1986015525404 34.4102764779155,-80.3193708376546 34.3885956906801)"
9794,7074,20977,230000,3,,,"SRID=4326;LINESTRING(-104.800093236074 37.618443825795,-104.571345835723 38.1832184828726)"
